provinceid,province_shorthand,noc_groupingid,noc_grouping,r2,euclidean distance,mae,rmse,mse,Average Actual,CV RMSE,CV MAE,MAPE,Model
13,NB,2,"Sales and service occupations, except management [62-65]",-0.1852680553095225,13.696350045823431,2.727000045776368,3.062596974609355,9.379500228886375,91.84,0.033347092493568764,0.02969294474930714,2.949690462705128,XGB
48,AB,52,"Professional occupations in law, education, social, community and government services [41]",-0.18815467054998347,37.26523783227604,6.651501007080077,8.332760499066614,69.43489753480488,158.28500000000003,0.0526440313299846,0.042022307907130026,4.090369405710187,XGB
13,NB,48,"Management occupations [00, 10, 20, 30, 40, 50, 60, 70, 80, 90]",-0.18986739750315884,7.299918241383101,1.360000076293946,1.6323113417923332,2.664440316543887,30.715000000000003,0.05314378452848227,0.0442780425295115,4.37831826290757,XGB
48,AB,42,"Occupations in art, culture, recreation and sport, except management [51-55]",-0.19100357461268946,18.983437099149647,3.6360002899169928,4.244825580029002,18.018544204868554,65.27499999999998,0.06502988249757187,0.05570280030512438,5.5865690941794846,XGB
12,NS,55,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]",-0.19120443034976864,5.883570408006034,1.0490000319480894,1.3156063382707663,1.7308200372982139,4.3999999999999995,0.2990014405160833,0.23840909817002034,27.40123779943275,XGB
48,AB,29,Professional occupations in finance and business [11],-0.19794728255398608,36.5854185931743,6.2509997558593735,8.180748295962248,66.92464268188921,112.33,0.0728278135490274,0.055648533391430374,5.369909132112175,XGB
35,ON,6,Nursing and allied health professionals [313],-0.19833779130979634,33.62579396335409,5.805999755859371,7.518956109946183,56.53470098329704,164.82,0.045619197366497895,0.03522630600569937,3.4975393742164615,XGB
35,ON,20,Professional occupations in art and culture [51],-0.19901401266343388,40.95552780092638,7.562499771118164,9.157934421725388,83.8677628726227,75.51500000000001,0.12127305067503656,0.10014566339294395,9.590479730646505,XGB
13,NB,55,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]",-0.2066933722121862,2.258738492546918,0.3934999680519104,0.5050692812730311,0.25509497888565613,3.7399999999999998,0.13504526237246822,0.10521389520104557,10.495917552502128,XGB
46,MB,16,Professional occupations in applied sciences (except engineering) [212],-0.208618474510609,6.575309883966954,1.0974999237060548,1.470283987367636,2.1617350035096754,15.579999999999998,0.09436996067828217,0.07044287058447078,6.836400908155794,XGB
