provinceid,province_shorthand,noc_groupingid,noc_grouping,r2,euclidean distance,mae,rmse,mse,Average Actual,CV RMSE,CV MAE,MAPE
12,NS,15,Assisting occupations in education and in legal and public protection [43],0.9881926792581905,0.04610116846160952,0.02968525886535689,0.03259844883982749,0.0010626588667628503,8.0,0.004074806104978436,0.003710657358169611,0.37791129476195323
13,NB,60,Occupations in front-line public protection services [421],0.9866172797148967,0.05726051405506506,0.04042575359344469,0.04048929778256412,0.0016393832349251517,1.95,0.020763742452596982,0.020731155688945995,2.1636916891388207
46,MB,55,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]",0.956996226347706,0.30793395542438695,0.16106193065643315,0.21774218803818007,0.04741166045165417,3.95,0.05512460456662786,0.04077517231808434,5.448620401579761
24,QC,48,"Management occupations [00, 10, 20, 30, 40, 50, 60, 70, 80, 90]",0.9158863368353792,7.833965210426363,5.453204345703142,5.53944992387198,30.685505459085284,411.79999999999995,0.013451796803963042,0.013242361208604038,1.338081501367017
59,BC,6,Nursing and allied health professionals [313],0.8817264252266512,2.6263501062847086,1.678926849365233,1.8571099699239273,3.44885744039085,58.6,0.031691296415084086,0.02865062882875824,3.015491119901038
35,ON,19,Professional occupations in education services [412],0.8770552722588563,47.06653767726733,8.206094215029761,10.27076055264612,105.48852232979165,323.2190476190476,0.03177647056478999,0.025388646725738845,2.5493921780648514
35,ON,56,Occupations in sales and services [63],0.7651682413042553,12.81548420453282,8.943743896484392,9.061915785214245,82.11831769831511,265.9,0.034080164667973846,0.03363574237113348,3.341520727032528
46,MB,15,Assisting occupations in education and in legal and public protection [43],0.7225100316461085,7.817738380878733,1.4472995122273764,1.7059703758923,2.9103349234221154,13.338095238095237,0.12790209887089718,0.10850871030622959,12.767184183123556
12,NS,49,Administrative and financial supervisors and specialized administrative occupations [12],0.722247843804565,1.7887718801936183,1.061048698425294,1.264852726480718,1.599852419685706,16.700000000000003,0.07573968422040225,0.06353585020510742,5.882590902862929
24,QC,28,"Occupations in education, law and social, community and government services, except management [41-45]",0.7192048107537609,81.94114697020633,13.962157621837797,17.881024215355804,319.7310269901406,574.3095238095239,0.031134820987726203,0.024311206837079203,2.42045355207063
47,SK,15,Assisting occupations in education and in legal and public protection [43],0.7141371549993133,5.965523778313884,1.0241252626691546,1.3017840130563014,1.6946416166489688,9.757142857142854,0.1334185664918611,0.10496159353856639,13.71937971590519
47,SK,5,"Workers and labourers in natural resources, agriculture and related production [84-85]",0.6722776393333518,8.661752028441862,1.7010018212454656,1.8901492533939106,3.5726642001055575,12.857142857142858,0.14701160859730414,0.1323001416524251,14.809072488695335
12,NS,5,"Workers and labourers in natural resources, agriculture and related production [84-85]",0.6516453117368248,4.516597230735937,0.8163298243568058,0.985602318736922,0.9714119306995971,7.299999999999999,0.1350140162653318,0.11182600333654875,11.104171659698507
13,NB,37,"Natural resources, agriculture and related production occupations, except management [82-85]",0.6448067288906514,6.917952355333331,1.2068244979495093,1.5096209677339538,2.2789554662219995,9.976190476190476,0.15132238817380922,0.12097047473479568,12.311171215419703
35,ON,47,"Support occupations in art, culture and sport [54-55]",0.6302624583765788,9.459201080052583,5.916877746582031,6.688665228312296,44.73824253643397,70.5,0.0948746840895361,0.08392734392314938,9.309687238074629
13,NB,4,"Helpers and labourers and other transport drivers, operators and labourers [75]",0.5703992465425565,5.206083649332072,0.9896057583036876,1.1360605903493408,1.2906336649448928,10.004761904761905,0.11355198666033392,0.09891347417599923,9.979986670851849
46,MB,20,Professional occupations in art and culture [51],0.5507052960385951,0.9005425812532882,0.54856972694397,0.6367797659514376,0.40548847032516766,4.15,0.15344090745817773,0.13218547637204095,12.067250323061856
46,MB,37,"Natural resources, agriculture and related production occupations, except management [82-85]",0.5355546183937101,9.253385896683204,1.5773465383620486,2.0192543479136953,4.0773881215683625,14.099999999999998,0.14320952822082947,0.11186854882000347,11.496020840602313
48,AB,54,Assisting occupations in support of health services [33],0.5227090060598941,5.764459991890845,4.056317138671876,4.076088750144566,16.614499499055096,54.7,0.07451716179423339,0.07415570637425732,7.422858936177934
12,NS,60,Occupations in front-line public protection services [421],0.5224711085410036,1.026134107057692,0.5816198468208312,0.7255863855072967,0.5264756028335433,2.75,0.2638495947299261,0.2114981261166659,17.708214259369086
24,QC,52,"Professional occupations in law, education, social, community and government services [41]",0.4910778347163113,68.74803130281722,12.652838134765629,15.002050348778736,225.0615146672922,350.41428571428565,0.04281232518302873,0.036108225750482864,3.6740810636486563
48,AB,27,Middle management occupations in retail and wholesale trade and customer services [60],0.4894428097755371,3.284131642229309,1.8973808288574219,2.322231754529657,5.3927603217458895,61.55,0.03772919178764674,0.030826658470469896,3.206469291042545
24,QC,5,"Workers and labourers in natural resources, agriculture and related production [84-85]",0.48670598968549506,35.336833551499936,5.953298586890812,7.711129265228745,59.4615145450672,39.22857142857143,0.1965692092374407,0.1517592502120746,16.54444270494888
35,ON,2,"Sales and service occupations, except management [62-65]",0.4663780747731795,198.23293156869482,34.44147949218749,43.25797210221644,1871.252150396136,1698.714285714286,0.025465125280928015,0.020275027873628153,2.056790118028327
24,QC,58,"Health occupations, except management [31-33]",0.41760814028454374,11.925728661252245,8.392834472656261,8.43276360696223,71.11150205090664,373.05,0.022604915177488888,0.022497880907803944,2.245249877977625
47,SK,46,Sales and service support occupations [65],0.40367069799060507,12.276609137889718,2.347035471598307,2.6789757453221994,7.176911044024633,56.10952380952381,0.047745472843729264,0.04182953823607269,4.1781659498030805
10,NL,37,"Natural resources, agriculture and related production occupations, except management [82-85]",0.3884514519304939,6.687600570331229,1.2385950043087914,1.4593540871987005,2.1297143518235524,9.247619047619049,0.15780862940871632,0.13393663795306188,13.982078550085525
13,NB,1,Professional occupations in health [31],0.33297176099654946,7.108999295037141,1.2495365233648392,1.5513108278521623,2.406565284611361,16.814285714285717,0.09226147659273691,0.07431398184837615,7.443424993614628
47,SK,37,"Natural resources, agriculture and related production occupations, except management [82-85]",0.3326587990331684,13.52193000951537,2.6205975668770924,2.950727038595196,8.706790056296775,20.833333333333332,0.1416348978525694,0.12578868321010045,13.630487417219788
35,ON,46,Sales and service support occupations [65],0.3205811285854375,20.69103226883814,13.999426269531227,14.630769227045125,214.05940817505058,598.65,0.024439604488507686,0.023384993350924962,2.3194814151149585
12,NS,3,"Supervisors and occupations in natural resources, agriculture and related production [82-83]",0.3178237032029735,4.6787511708105365,0.869699696132115,1.0209872094334544,1.0424148818267125,6.438095238095237,0.1585852914060839,0.1350864912631244,13.769620079043118
13,NB,33,"Occupations in art, culture and sport [53]",0.3138503207217115,1.5675837076027674,0.31016937055085836,0.359628366683225,0.12933256212324415,1.3078947368421052,0.27496736285638934,0.23715163140709494,29.705633062621057
10,NL,2,"Sales and service occupations, except management [62-65]",0.3105934491144614,12.62126171904438,2.482287851969401,2.7541851044461594,7.585535589553101,55.82857142857142,0.049332895934296614,0.04446267902708754,4.574049321399802
10,NL,5,"Workers and labourers in natural resources, agriculture and related production [84-85]",0.3030801081750336,3.5466987722141683,0.6471660500481016,0.7739531233751603,0.5990034371821661,2.9380952380952383,0.2634200257840902,0.22026721314441056,24.0181598971734
11,PE,46,Sales and service support occupations [65],0.2935050012595837,5.469462204258156,0.9960902077811105,1.1935345029387152,1.424524609705166,8.528571428571428,0.139945419105042,0.11679449672475332,11.083319869587394
48,AB,18,"Natural and applied sciences and related occupations, except management [21-22]",0.27663955904843274,52.67009549689639,9.096773274739583,11.493557117860972,132.10185522153262,228.14285714285714,0.05037877258924659,0.0398731452242812,3.89923210962171
46,MB,6,Nursing and allied health professionals [313],0.27300196265519705,10.002819287092196,1.7306763058617005,2.1827941212411526,4.764590175724935,17.804761904761907,0.12259608597503129,0.09720300193392807,9.458341310087945
46,MB,5,"Workers and labourers in natural resources, agriculture and related production [84-85]",0.2537160342097148,11.644671532114018,2.08706487928118,2.5410756542290422,6.4570654805155545,10.109523809523811,0.2513546337202538,0.20644541905277802,23.23764981167122
11,PE,32,"Machine operators, assemblers and inspectors in processing, manufacturing and printing [94]",0.1725920063236892,2.1892149968466788,0.36272307804652626,0.4777258778848769,0.22822201440087633,2.180952380952381,0.21904461649743262,0.16631407508683516,15.851542760540985
47,SK,22,"Labourers in processing, manufacturing and utilities [95]",0.16586337833049758,3.2519630273281046,0.560446582521711,0.7096365109489897,0.5035839776718556,2.2238095238095235,0.3191084952875543,0.2520209471725039,29.68756327182045
47,SK,7,Retail sales and service supervisors and specialized occupations in sales and services [62],0.150167981095217,9.235124400333161,1.6099237532842727,2.015269362707637,4.061310604268044,21.076190476190476,0.09561829330515222,0.07638589882279649,7.850590944022261
12,NS,36,"Trades, transport and equipment operators and related occupations, except management [72-75]",0.14889696122771456,18.276276356192636,3.5670075916108637,3.9882104678183072,15.90582273561552,77.92380952380952,0.051180896983735305,0.045775580190557406,4.5829893925206076
13,NB,52,"Professional occupations in law, education, social, community and government services [41]",0.1312383482658348,12.02229022703197,2.2000948588053384,2.6234788091477066,6.882641062047068,29.195238095238096,0.08985981893998016,0.07535800364526522,7.29398636171142
12,NS,40,Therapy and assessment professionals [312],0.11572599640230707,2.8804542438475735,0.5197943414960589,0.6285666480137282,0.39509603099521406,3.3714285714285714,0.18643926000407193,0.15417628773188186,15.662282603081554
10,NL,22,"Labourers in processing, manufacturing and utilities [95]",0.11448276156927117,4.006429309075727,0.6844157613459089,0.8742745512061497,0.7643559908867145,1.6666666666666667,0.5245647307236898,0.4106494568075453,47.09211229189737
12,NS,22,"Labourers in processing, manufacturing and utilities [95]",0.10058979234079779,2.500094528744139,0.4792814731597901,0.5455653534530935,0.29764155488839894,3.195238095238095,0.17074325517906058,0.14999867267295966,15.901300859670814
47,SK,40,Therapy and assessment professionals [312],0.09738790856813506,0.6046138412490283,0.3969629526138305,0.4275265471464346,0.1827789485149526,2.45,0.17450063148834066,0.16202569494442062,17.999889932829756
24,QC,53,"Middle management occupations in trades, transportation, production and utilities [70, 80, 90]",0.07902230548766331,37.86391855988499,6.656466166178386,8.262584424205537,68.27030136712395,115.6952380952381,0.07141680643246472,0.05753448694836438,5.909543993626275
46,MB,42,"Occupations in art, culture, recreation and sport, except management [51-55]",0.0679812470540434,9.840476266790635,1.8303477241879422,2.147367969856407,4.611189197965228,14.923809523809526,0.14388872803760225,0.12264614616447601,11.973263815327268
35,ON,52,"Professional occupations in law, education, social, community and government services [41]",0.06571828154797266,125.14857629675609,22.057763090587795,27.309658285516242,745.8174356716659,602.7761904761903,0.045306464848821816,0.036593620383648974,3.6453942086840274
13,NB,8,Professional occupations in finance [111],0.0637588084153834,2.815939818885136,0.5031931150527227,0.6144884463086369,0.3775960506468025,6.038095238095239,0.10176859126562597,0.08333639918065595,8.85663613854261
59,BC,5,"Workers and labourers in natural resources, agriculture and related production [84-85]",0.055920095572801976,27.3858078357984,5.296076184227352,5.976073208336236,35.71345099139415,28.085714285714296,0.21277981921848238,0.18856832802437157,19.912349354112084
46,MB,26,Professional occupations in business [112],0.055655194723376766,9.006520972120805,1.526650637672061,1.9653840049024212,3.8627342867262806,12.69047619047619,0.1548707846264572,0.12029892454451513,12.973627261442545
47,SK,55,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]",0.05172160601593001,2.152444493203523,0.3614631130581811,0.4697018961569526,0.2206198712534367,2.0857142857142854,0.22519953925333347,0.17330423228816905,18.307704176848837
47,SK,58,"Health occupations, except management [31-33]",0.04652334291828952,18.219113557261032,3.422620210193452,3.9757365224354686,15.806480895827272,54.14761904761905,0.07342403216176663,0.06320906201219109,6.194129520946936
