Economic Region,NOC Code,NOC Occupation,ds,Employment (Persons in Thousands),Monthly PCT
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-05-01,121.3,-1.702
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-06-01,121.8,0.412
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-07-01,132.1,8.456
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-08-01,136.9,3.634
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-09-01,143.1,4.529
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-10-01,142.5,-0.419
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-11-01,144.4,1.333
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-12-01,146.7,1.593
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-01-01,146.0,-0.477
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-02-01,147.1,0.753
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-03-01,141.4,-3.875
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-04-01,138.7,-1.909
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-05-01,139.7,0.721
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-06-01,146.8,5.082
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-07-01,150.2,2.316
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-08-01,152.0,1.198
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-09-01,150.0,-1.316
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-10-01,148.1,-1.267
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-11-01,147.3,-0.54
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2015-12-01,149.0,1.154
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-01-01,147.5,-1.007
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-02-01,150.9,2.305
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-03-01,156.2,3.512
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-04-01,160.2,2.561
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-05-01,153.8,-3.995
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-06-01,146.4,-4.811
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-07-01,144.3,-1.434
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-08-01,143.0,-0.901
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-09-01,139.5,-2.448
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-10-01,139.3,-0.143
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-11-01,144.8,3.948
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2016-12-01,152.5,5.318
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-01-01,157.0,2.951
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-02-01,161.4,2.803
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-03-01,164.5,1.921
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-04-01,164.8,0.182
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-05-01,162.4,-1.456
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-06-01,164.1,1.047
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-07-01,165.2,0.67
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-08-01,163.9,-0.787
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-09-01,158.2,-3.478
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-10-01,161.5,2.086
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-11-01,160.6,-0.557
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2017-12-01,164.7,2.553
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-01-01,167.2,1.518
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-02-01,175.7,5.084
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-03-01,182.7,3.984
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-04-01,181.3,-0.766
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-05-01,181.6,0.165
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-06-01,178.5,-1.707
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-07-01,176.5,-1.12
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-08-01,177.0,0.283
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-09-01,175.2,-1.017
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-10-01,179.0,2.169
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-11-01,177.2,-1.006
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2018-12-01,175.1,-1.185
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-01-01,170.2,-2.798
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-02-01,169.0,-0.705
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-03-01,171.1,1.243
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-04-01,176.0,2.864
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-05-01,181.2,2.955
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-06-01,195.5,7.892
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-07-01,204.1,4.399
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-08-01,209.7,2.744
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-09-01,208.5,-0.572
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-10-01,209.3,0.384
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-11-01,217.6,3.966
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2019-12-01,220.5,1.333
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-01-01,224.6,1.859
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-02-01,219.7,-2.182
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-03-01,219.4,-0.137
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-04-01,213.8,-2.552
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-05-01,208.9,-2.292
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-06-01,204.3,-2.202
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-07-01,208.4,2.007
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-08-01,211.1,1.296
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-09-01,215.3,1.99
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-10-01,214.7,-0.279
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-11-01,219.0,2.003
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2020-12-01,227.2,3.744
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-01-01,240.2,5.722
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-02-01,251.8,4.829
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-03-01,265.1,5.282
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-04-01,274.8,3.659
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-05-01,279.8,1.82
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-06-01,267.3,-4.467
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-07-01,253.2,-5.275
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-08-01,247.4,-2.291
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-09-01,250.3,1.172
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-10-01,247.9,-0.959
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-11-01,243.3,-1.856
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2021-12-01,236.7,-2.713
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-01-01,239.8,1.31
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-02-01,237.0,-1.168
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-03-01,234.8,-0.928
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-04-01,230.9,-1.661
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-05-01,235.5,1.992
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-06-01,243.5,3.397
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-07-01,245.5,0.821
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-08-01,244.7,-0.326
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-09-01,238.8,-2.411
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-10-01,236.8,-0.838
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-11-01,238.9,0.887
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2022-12-01,249.4,4.395
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-01-01,261.3,4.771
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-02-01,266.7,2.067
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-03-01,263.7,-1.125
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-04-01,251.9,-4.475
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-05-01,241.8,-4.01
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-06-01,239.0,-1.158
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-07-01,246.0,2.929
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-08-01,255.9,4.024
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-09-01,260.8,1.915
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-10-01,265.3,1.725
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2023-11-01,270.5,1.96
